strategy,timeframe,ETHUSDT_stars,SOLUSDT_stars,SPY_stars,ETHUSDT_win_rate,SOLUSDT_win_rate,SPY_win_rate,avg_stars,bot_ready,trade_type
Dynamic-Range-Breakout-Strategy_1_1_1,1h,4.0,3.0,,62.16,55.67,,3.5,NO,INTRADAY
RSI-RSI-Dynamic-Breakout-Retracement-Trading-Strategy_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
RSI-RSI-Dynamic-Breakout-Retracement-Trading-Strategy_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
RSI-RSI-Dynamic-Stop-Loss-Intelligent-Trading-Strategy_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
SMC-EMA-Strategy-with-PL-Projections-SMC-EMA-PL_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
SMA移动平均线交叉策略SMA-Moving-Average-Crossover-Strategy,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
SMA双均线交叉策略-SMA-Dual-Moving-Average-Crossover-Strategy,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
SMASMA-Moving-Average-Crossover-Strategy_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
MACDEMAMACDEMA-Multi-Timeframe-Breakout-Strategy_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
MACDEMAMACDEMA-Multi-Timeframe-Breakout-Strategy,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
MACDEMA-MACDEMA-Multi-Timeframe-Breakout-Strategy_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
三均线交叉William指标的量化交易策略Triple-Moving-Average-Crossover-and-Williams-Indicator-Strategy,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
三周期高低点动量交易策略-Three-Week-High-Low-Momentum-Trading-Strategy,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
三分钟突破量化策略多周期结合RSI动能突破交易系统-Three-Minute-Breakthrough-Quantitative-Strategy-Multi-Timeframe-RSI-Momentum-Breakout-Trading-System,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
BB-RSI-ADX-Entry-Points,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
SMA交叉与成交量过滤的自适应动态止盈止损策略Adaptive-Dynamic-Stop-Loss-and-Take-Profit-Strategy-with-SMA-Crossover-and-Volume-Filter,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
基于移动平均线交叉的趋势追踪策略Trend-Following-Strategy-Based-on-Moving-Average-Crossover,1h,4.0,3.0,,62.16,55.67,,3.5,NO,INTRADAY
基于移动平均线交叉和K线形态的比特币scalping策略Bitcoin-Scalping-Strategy-Based-on-Moving-Average-Crossover-and-Candlestick-Patterns,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
SMAAdaptive-Dynamic-Stop-Loss-and-Take-Profit-Strategy-with-SMA-Crossover-and-Volume-Filter_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
RSI-RSI-Dynamic-Drawdown-Stop-Loss-Strategy_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
RSI-RSI-Indicator-Improvement-Trading-Strategy_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
Composite-Entry-Signal-RSI-Trading-Strategy_1_2,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
RSI-RSI-Dynamic-Divergence-Quantitative-Strategy_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
Dynamic-Price-Swing-Oscillator-Strategy_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
基于RSI指标的多头趋势追踪策略RSI-Based-Bullish-Trend-Following-Strategy,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
MACD-量能反转交易策略MACD-Volume-Reversal-Trading-Strategy,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
基于RSI指标的短线交易策略RSI-Indicator-Based-Short-term-Trading-Strategy,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
50周期指数移动平均线交叉结合月度定投的双重优化趋势跟踪策略-50-Period-EMA-Crossover-with-Monthly-Dollar-Cost-Averaging-Dual-Optimization-Trend-Following-Strategy,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
三指数均线止盈止损策略Triple-Exponential-Moving-Average-Profit-Taking-and-Stop-Loss-Strategy,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
三均线交叉趋势跟踪策略结合RSI和成交量确认系统-Triple-EMA-Crossover-Trend-Following-Strategy-with-RSI-and-Volume-Confirmation-System,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
Combo-Backtest-123-Reversal-Relative-Volatility-Index_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
RSI-RSI-Dynamic-Exit-Level-Momentum-Trading-Strategy_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
RSI-RSI-Dynamic-Exit-Level-Momentum-Trading-Strategy_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
RSI-RSI-Dynamic-Drawdown-Stop-Loss-Strategy_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
SMA-和-RSI-组合交易策略SMA-and-RSI-Combination-Trading-Strategy,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
SMA-交叉策略结合-RSI-过滤和警报-SMA-Crossover-Strategy-with-RSI-Filter-and-Alerts,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
BB-bands-RSI-Triple-BB-Bands-Breakout-with-RSI-Strategy_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
BB-RSI-ADX-Entry-Points_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
MACDMACD-Bollinger-Turtle-Trading-Strategy_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
MACDEMA多时间尺度突破策略MACDEMA-Multi-Timeframe-Breakout-Strategy,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
基于RSI指标的多空自动交易策略RSI-based-Auto-Trading-Strategy,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
基于RSI指标的多空反转策略RSI-Indicator-Based-Reversal-Strategy,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
基于反转RSI的错过信号追踪交易策略RSI-Signal-Tracking-Reversal-Trading-Strategy,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
基于双量化交易系统The-Dual-Quant-Trading-System,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
三角形突破结合RSI动量策略-Triangle-Breakout-with-RSI-Momentum-Strategy,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
双向趋势追踪策略Dual-Trend-Tracking-Strategy,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
三次蜡烛突破动量平滑平均交易策略-Triple-Candle-Breakout-Momentum-Heikin-Ashi-Trading-System,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
RSI-RSI-Dynamic-Stop-Loss-Intelligent-Trading-Strategy_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
RSI-RSI-Low-Point-Reversal-Strategy_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
RSI-RSI-Dynamic-Range-Reversal-Quantitative-Strategy-with-Volatility-Optimization-Model_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
Composite-Entry-Signal-RSI-Trading-Strategy_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
SMA-SMA-Dual-Moving-Average-Crossover-Strategy_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
埃尔斯-平滑化随机相对强弱指数策略Ehlers-Smoothed-Stochastic-RSI-Strategy,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
埃勒斯随机周期量化交易策略Ehlers-Stochastic-Cyber-Cycle-Strategy,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
Composite-Entry-Signal-RSI-Trading-Strategy,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
三倍标准差布林带突破量化交易策略结合百日均线优化-Triple-Standard-Deviation-Bollinger-Bands-Breakout-Strategy-with-100-Day-Moving-Average-Optimization,1h,4.0,3.0,,62.16,55.67,,3.5,NO,INTRADAY
MACD-histogram策略MACD-Histogram-Strategy-of-RSI,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
MACD-TEMA-交叉策略-MACD-TEMA-Crossover-Strategy,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
50-50-Period-EMA-Crossover-with-Monthly-Dollar-Cost-Averaging-Dual-Optimization-Trend-Following-Strategy_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
三重RSI极值交易策略Triple-RSI-Extremum-Trading-Strategy,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
三重BB-bands闭合突破与RSI指标的组合交易策略Triple-BB-Bands-Breakout-with-RSI-Strategy,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
RSI-RSI-Momentum-Long-Short-Strategy_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
RSI-RSI-Indicator-Grid-Trading-Strategy_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
Combo-Backtest-123-Reversal-Relative-Volatility-Index,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
RSI-RSI-Fibonacci-Retracement-Strategy_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
SMA-RSI-SMA-Crossover-Strategy-with-RSI-Filter-and-Alerts_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
BBMABBMA-Breakthrough-Strategy_1_1_1,1h,4.0,3.0,,62.16,55.67,,3.5,NO,INTRADAY
BBMA-BBMA-Breakthrough-Strategy_1_1_1,1h,4.0,3.0,,62.16,55.67,,3.5,NO,INTRADAY
SMA-RSI-MACD多指标组合动态限价交易策略-SMA-RSI-MACD-Multi-Indicator-Dynamic-Limit-Order-Trading-Strategy,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
RSI-RSI-Dynamic-Stop-Loss-and-Take-Profit-Strategy_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
三均线交叉均线跟踪交易策略结合动态止盈止损-Triple-EMA-Crossover-Trading-Strategy-with-Dynamic-Stop-Loss-and-Take-Profit,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
基于RSI指标的短线交易策略RSI-5-Momentum-Trading-Strategy,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
三重EMA随机RSI交叉金叉策略Three-EMA-Stochastic-RSI-Crossover-Golden-Cross-Strategy,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
MACD-RSI趋势动量交叉策略结合风险管理模型-MACD-RSI-Trend-Momentum-Cross-Strategy-with-Risk-Management-Model,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
基于双重趋势过滤器的量化交易策略Quantitative-Trading-Strategy-Based-on-Double-Trend-Filter,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
Dynamic-Two-way-Add-Position-Strategy_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
MACD-RSI交叉趋势跟踪策略结合布林带优化系统-MACD-RSI-Crossover-Trend-Following-Strategy-with-Bollinger-Bands-Optimization-System,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
RSI-RSI-Long-Term-Trading-Strategy_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
基于布林带的智能追踪交易策略Bollinger-Bands-Based-Intelligent-Tracking-Trading-Strategy,1h,4.0,3.0,,62.16,55.67,,3.5,NO,INTRADAY
RSI-RSI-Long-Short-Balance-Trading-Strategy_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
RSI-RSI-Long-Short-Automated-Trading-Strategy_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
SMA-SMA-Dual-Moving-Average-Crossover-Strategy_2_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
SMA-FVG-SMA交叉策略与公平价值缺口回调结合的综合交易系统Comprehensive-Trading-System-Combining-SMA-Crossover-Strategy-with-Fair-Value-Gap-Pullback,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
BB均线突破策略-BB-Breakout-Strategy,1h,4.0,3.0,,62.16,55.67,,3.5,NO,INTRADAY
BBMA突破策略BBMA-Breakthrough-Strategy,1h,4.0,3.0,,62.16,55.67,,3.5,NO,INTRADAY
RSI-RSI-Long-Short-Automated-Trading-Strategy_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
三标准差动量反转交易策略-Triple-Standard-Deviation-Momentum-Reversal-Trading-Strategy,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
三均线震荡区间反转策略3-Moving-Average-Swing-Interval-Reversal-Strategy,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
双MACD趋势信号捕捉与过滤量化策略-Dual-MACD-Trend-Signal-Capture-and-Filtering-Quantitative-Strategy,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
三重SuperTrend和Stoch-RSI策略Triple-SuperTrend-and-Stoch-RSI-Strategy,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
50-50-Period-EMA-Crossover-with-Monthly-Dollar-Cost-Averaging-Dual-Optimization-Trend-Following-Strategy_2_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
三重均线趋势追踪多指标组合量化交易策略-Triple-EMA-Trend-Following-Multi-Indicator-Quantitative-Trading-Strategy,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
ChandelierExit-EMA-ChandelierExit-EMA-Dynamic-Stop-Loss-Trend-Following-Strategy_2_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
RSI-RSI-Mean-Reversion-Trading-Strategy_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
RSI-RSI-Mean-Reversion-Breakout-Strategy_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
SMA-FVG-SMAComprehensive-Trading-System-Combining-SMA-Crossover-Strategy-with-Fair-Value-Gap-Pullback_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
SMA-SMA-Crossover-Long-Short-Strategy-with-Peak-Drawdown-Control-and-Auto-Termination_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
SMA-SMA-Crossover-Long-Short-Strategy-with-Peak-Drawdown-Control-and-Auto-Termination_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
SMA-RSI-SMA-and-RSI-Combination-Trading-Strategy_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
RSI-RSI-Moving-Average-Trailing-Stop-Strategy_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
三重EMA顺势策略Triple-EMA-Momentum-Strategy,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
多周期开盘区间突破策略限价入场与自动止盈止损管理系统-Multi-Timeframe-Opening-Range-Breakout-Strategy-with-Limit-Entry-and-Automated-Risk-Management,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
多周期平滑Heikin-Ashi趋势跟踪量化交易系统-Multi-Timeframe-Smoothed-Heikin-Ashi-Trend-Following-Quantitative-Trading-System,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
多周期布林带趋势突破策略结合波动率风控模型-Multi-Period-Bollinger-Bands-Trend-Breakout-Strategy-with-Volatility-Risk-Control-Model,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
三重指标动量反转策略Triple-Indicator-Momentum-Reversal-Strategy,1h,4.0,3.0,,62.16,55.67,,3.5,NO,INTRADAY
三重指数移动平均线趋势交易策略-Triple-Exponential-Moving-Average-Trend-Trading-Strategy,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
三重指数移动平均线与随机指数平滑移动平均线交易策略Three-Exponential-Moving-Averages-and-Stochastic-Relative-Strength-Index-Trading-Strategy,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
5-5-EMA-Instant-Divergence-Breakout-Trading-Strategy_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
三重指数移动平均带策略Three-RSI-Moving-Average-Bands-Strategy,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
SMA-RSI-MACD-SMA-RSI-MACD-Multi-Indicator-Dynamic-Limit-Order-Trading-Strategy_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
SMA-RSI-MACD-SMA-RSI-MACD-Multi-Indicator-Dynamic-Limit-Order-Trading-Strategy_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
SMA-RSI-Cross-Momentum-Trend-Following-Strategy-SMA-RSI-Cross-Momentum-System_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
SMA-RSI-Cross-Momentum-Trend-Following-Strategy-SMA-RSI-Cross-Momentum-System_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
BMSB--BMSB-Bollinger-SuperTrend-Trading-Strategy_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
Cloud-Momentum-Crossover-Strategy-with-Moving-Averages-and-Volume-Confirmation_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
Cloud-Based-Bollinger-Bands-Double-Moving-Average-Quantitative-Trend-Strategy_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
MACD-RSI-组合趋势策略MACD-RSI-Combo-Trend-Strategy,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
MACD-RSI-动态交叉量化交易系统-MACD-RSI-Dynamic-Crossover-Quantitative-Trading-System,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
MACD-RSI-一目均衡Ichimoku动量趋势多头策略-MACD-RSI-Ichimoku-Momentum-Trend-Following-Long-Strategy,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
双MACD量化交易策略Dual-MACD-Quantitative-Trading-Strategy,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
基于波带通道的多时间框架交易策略Multi-timeframe-Trading-Strategy-with-Bollinger-Bands,1h,4.0,3.0,,62.16,55.67,,3.5,NO,INTRADAY
基于波尔贝尔指标与成交量分位过滤的多级动态止盈交易策略-Bull-Bear-Power-Trading-Strategy-with-Volume-Percentile-Based-Dynamic-Take-Profit-System,1h,4.0,3.0,,62.16,55.67,,3.5,NO,INTRADAY
RSI-RSI-Relative-Strength-Index-Strategy_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
RSI-RSI-Range-Trading-Strategy_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
RSI-RSI-Momentum-Divergence-Breakout-Strategy_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
基于布林带的突破策略Bollinger-Bands-Breakout-Strategy,1h,4.0,3.0,,62.16,55.67,,3.5,NO,INTRADAY
BONKBONK-Multi-Factor-Trading-Strategy_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
BONK-BONK-Multi-Factor-Trading-Strategy_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
BMSB-布林麦克超级趋势交易策略-BMSB-Bollinger-SuperTrend-Trading-Strategy,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
BMSB-BMSB-Bollinger-SuperTrend-Trading-Strategy_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
SMA-FVG-SMAComprehensive-Trading-System-Combining-SMA-Crossover-Strategy-with-Fair-Value-Gap-Pullback_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
SMA-FVG-SMA-Comprehensive-Trading-System-Combining-SMA-Crossover-Strategy-with-Fair-Value-Gap-Pullback_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
MACD-RSI-RSI-of-MACD-Reversal-Strategy_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
EMA-2155200_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
MACD-RSI-MACD-and-RSI-Multi-Filter-Intraday-Trading-Strategy_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
MACD-RSI-MACD-and-RSI-Combined-Natural-Trading-Strategy_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
MACD-RSI-MACD-and-RSI-Combined-Long-term-Trading-Strategy_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
基于RSI指标的短线反转交易策略RSI-Mean-Reversion-Trading-Strategy,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
MACD-MACD-and-Martingale-Combination-Strategy-for-Optimized-Long-Trading_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
MACD-RSI-Trading-Strategy-for-Oscillating-Markets-Combining-MACD-and-RSI-Indicators_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
基于RSI指标的股票交易双向金字塔策略RSI-Indicator-Based-Stock-Trading-Pyramiding-Strategy,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
三重模式震荡交易策略Triple-Pattern-Oscillation-Trading-Strategy,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
三重指标碰撞策略Triple-Indicator-Collision-Strategy,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
5-5-EMA-Instant-Divergence-Breakout-Trading-Strategy_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
4小时时间框架上的吞没形态交易策略与动态止盈止损优化-4-Hour-Timeframe-Engulfing-Pattern-Trading-Strategy-with-Dynamic-Take-Profit-and-Stop-Loss-Optimization,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
ChandelierExit-EMA-ChandelierExit-EMA-Dynamic-Stop-Loss-Trend-Following-Strategy_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
ChandelierExit-EMA动态止损趋势跟踪策略-ChandelierExit-EMA-Dynamic-Stop-Loss-Trend-Following-Strategy,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
RSI-RSI-Moving-Average-Crossover-Trend-Strategy_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
RSI-RSI-Momentum-Strategy-with-Manual-TP-and-SL_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
RSI-RSI-Momentum-Reversal-Short-Term-Trend-Following-Strategy-with-Moving-Average-Confluence_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
SMA-Adaptive-Dynamic-Stop-Loss-and-Take-Profit-Strategy-with-SMA-Crossover-and-Volume-Filter_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
基于波林格带动量突破的自适应趋势跟踪交易策略-Bollinger-Bands-Momentum-Breakout-Adaptive-Trend-Following-Strategy,1h,4.0,3.0,,62.16,55.67,,3.5,NO,INTRADAY
三重触及布林带趋势跟踪量化交易策略-Triple-Bollinger-Bands-Touch-Trend-Following-Quantitative-Trading-Strategy,1h,4.0,3.0,,62.16,55.67,,3.5,NO,INTRADAY
三重相对强弱指数量化交易策略-Triple-Relative-Strength-Index-Quantitative-Trading-Strategy,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
44-SMA和9-EMA交叉策略结合RSI过滤及止盈止损-44-SMA-and-9-EMA-Crossover-Strategy-with-RSI-Filter-and-TP-SL,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
5-5-EMA-Instant-Divergence-Breakout-Trading-Strategy_2_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
44-SMA9-EMARSI-44-SMA-and-9-EMA-Crossover-Strategy-with-RSI-Filter-and-TP-SL_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
基于RSI指标的移动止损买卖策略RSI-Indicator-Based-Moving-Stop-Loss-Buy-Sell-Strategy,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
基于双重趋势突破策略Dual-Trend-Breakout-Strategy,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
基于双重指标突破策略Dual-Indicators-Breakthrough-Strategy,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
RSI-RSI-Stop-Loss-Tracking-Trading-Strategy_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
RSI-RSI-Moving-Average-Double-Cross-Oscillation-Strategy_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
BONK多因子交易策略BONK-Multi-Factor-Trading-Strategy,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
SMA--RSI-SMA-and-RSI-Combination-Trading-Strategy_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
SMA--RSI-SMA-and-RSI-Combination-Trading-Strategy_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
SMA--RSI--SMA-Crossover-Strategy-with-RSI-Filter-and-Alerts_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
SAR动态追踪突破三均线策略Parabolic-SAR-Dynamic-Breakout-Triple-SMMA-Strategy,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
ChandelierExit-EMA-ChandelierExit-EMA-Dynamic-Stop-Loss-Trend-Following-Strategy_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
EMA-DMI-MACD-Trend-Following-Strategy-with-3-EMAs-DMI-and-MACD_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
MACD-MACD-Robot-Trading-Strategy_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
44-SMA9-EMARSI-44-SMA-and-9-EMA-Crossover-Strategy-with-RSI-Filter-and-TP-SL_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
44-SMA-9-EMA-RSI-44-SMA-and-9-EMA-Crossover-Strategy-with-RSI-Filter-and-TP-SL_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
4-4-Hour-Timeframe-Engulfing-Pattern-Trading-Strategy-with-Dynamic-Take-Profit-and-Stop-Loss-Optimization_2_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
-AI-Optimized-Adaptive-Stop-Loss-Trading-System-with-Multiple-Technical-Indicator-Integration_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
Relative-Strength-Index-strategy_1_1_1,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
基于-SAR-的趋势追踪型量化策略Speculation-Gulf-Trend-Follow-Strategy-Based-on-SAR,1h,4.0,3.0,,62.16,55.67,,3.5,NO,INTRADAY
基于-RSI-动量和多层级止盈止损的智能自适应交易系统-RSI-Momentum-based-Smart-Adaptive-Trading-System-with-Multi-level-Risk-Management,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
基于波动趋势追踪策略Volatility-Trend-Tracking-Strategy,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
Reversal-Bollinger-Bands-Strategy反转波动带策略,5m,4.0,3.0,,61.67,59.02,,3.5,NO,SCALP
